STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y,event_name,date
225,20190920,17,80.0,70.0,70.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2019-09-20
225,20190920,18,80.0,70.0,70.0,90.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2019-09-20
225,20190920,19,80.0,70.0,70.0,90.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2019-09-20
225,20190920,20,80.0,70.0,70.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2019-09-20
225,20190920,21,90.0,70.0,60.0,90.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2019-09-20
225,20190920,22,90.0,70.0,70.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2019-09-20
225,20190920,23,90.0,60.0,60.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2019-09-20
225,20190920,24,90.0,60.0,60.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2019-09-20
240,20180922,1,310.0,60.0,60.0,120.0,122.0,,91.0,0.0,0.0,3.0,1.0,10159.0,65.0,8.0,81.0,81.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,2,270.0,70.0,80.0,120.0,125.0,,77.0,0.0,0.0,0.0,-1.0,10163.0,75.0,8.0,72.0,23.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,3,270.0,70.0,60.0,120.0,124.0,,75.0,0.0,0.0,0.0,0.0,10167.0,75.0,8.0,72.0,3.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,4,260.0,60.0,60.0,80.0,132.0,,74.0,0.0,0.0,0.0,0.0,10169.0,80.0,8.0,67.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,5,250.0,60.0,70.0,90.0,135.0,,72.0,0.0,0.0,0.0,0.0,10172.0,80.0,8.0,65.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,6,260.0,60.0,60.0,90.0,136.0,105.0,67.0,2.0,3.0,0.0,0.0,10174.0,81.0,8.0,63.0,2.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,7,260.0,50.0,50.0,90.0,144.0,,81.0,0.0,22.0,0.0,0.0,10177.0,80.0,8.0,66.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,8,260.0,50.0,50.0,80.0,152.0,,94.0,1.0,39.0,0.0,-1.0,10178.0,77.0,8.0,68.0,23.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,9,250.0,70.0,90.0,130.0,159.0,,89.0,4.0,94.0,0.0,-1.0,10179.0,80.0,8.0,63.0,23.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,10,240.0,90.0,90.0,120.0,161.0,,84.0,3.0,111.0,0.0,0.0,10178.0,81.0,8.0,60.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,11,260.0,80.0,90.0,120.0,159.0,,82.0,1.0,100.0,0.0,0.0,10177.0,79.0,8.0,60.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,12,240.0,70.0,70.0,110.0,143.0,122.0,99.0,0.0,73.0,0.0,-1.0,10179.0,72.0,8.0,75.0,81.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,13,210.0,70.0,90.0,120.0,127.0,,103.0,0.0,50.0,0.0,-1.0,10180.0,70.0,8.0,84.0,81.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,14,210.0,70.0,60.0,110.0,127.0,,103.0,0.0,35.0,0.0,-1.0,10180.0,70.0,8.0,85.0,23.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,15,210.0,50.0,40.0,70.0,128.0,,105.0,0.0,18.0,3.0,1.0,10177.0,70.0,8.0,85.0,81.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,16,210.0,60.0,70.0,90.0,117.0,,107.0,0.0,16.0,7.0,4.0,10174.0,63.0,8.0,93.0,61.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,17,220.0,60.0,40.0,100.0,116.0,,107.0,0.0,4.0,10.0,21.0,10172.0,65.0,8.0,94.0,61.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,18,210.0,40.0,30.0,60.0,117.0,111.0,105.0,0.0,1.0,10.0,14.0,10174.0,65.0,8.0,92.0,61.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,19,240.0,20.0,10.0,60.0,115.0,,107.0,0.0,0.0,10.0,10.0,10175.0,63.0,8.0,94.0,61.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,20,200.0,30.0,30.0,50.0,115.0,,104.0,0.0,0.0,7.0,26.0,10172.0,65.0,8.0,92.0,51.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,21,190.0,40.0,40.0,60.0,114.0,,103.0,0.0,0.0,0.0,-1.0,10167.0,65.0,8.0,92.0,81.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,22,170.0,30.0,30.0,60.0,111.0,,102.0,0.0,0.0,0.0,-1.0,10162.0,65.0,8.0,94.0,23.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,23,180.0,40.0,30.0,60.0,110.0,,102.0,0.0,0.0,0.0,0.0,10157.0,59.0,8.0,95.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
240,20180922,24,150.0,20.0,20.0,50.0,109.0,105.0,101.0,0.0,0.0,0.0,0.0,10154.0,58.0,8.0,95.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2018-09-22
225,20180922,1,270.0,140.0,120.0,210.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,2,280.0,140.0,140.0,180.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,3,270.0,130.0,120.0,160.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,4,270.0,120.0,120.0,150.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,5,270.0,120.0,120.0,150.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,6,270.0,120.0,110.0,150.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,7,260.0,120.0,110.0,150.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,8,260.0,110.0,100.0,140.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,9,260.0,110.0,110.0,140.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,10,250.0,100.0,100.0,130.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,11,260.0,110.0,120.0,140.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,12,260.0,110.0,110.0,130.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,13,270.0,110.0,100.0,140.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,14,270.0,100.0,100.0,130.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,15,280.0,90.0,90.0,120.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,16,270.0,90.0,80.0,110.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,17,260.0,80.0,70.0,130.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,18,240.0,80.0,60.0,140.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,19,230.0,70.0,70.0,90.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,20,250.0,60.0,50.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,21,30.0,30.0,20.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,22,110.0,20.0,30.0,40.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,23,100.0,20.0,20.0,50.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
225,20180922,24,100.0,30.0,30.0,40.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2018-09-22
240,20170917,1,100.0,10.0,10.0,20.0,82.0,,77.0,0.0,0.0,0.0,0.0,10119.0,59.0,5.0,96.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,2,160.0,10.0,20.0,30.0,74.0,,71.0,0.0,0.0,0.0,0.0,10118.0,50.0,8.0,98.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,3,140.0,10.0,20.0,20.0,78.0,,75.0,0.0,0.0,0.0,0.0,10116.0,20.0,1.0,98.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,4,150.0,20.0,20.0,30.0,77.0,,74.0,0.0,0.0,0.0,0.0,10115.0,29.0,8.0,98.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,5,140.0,20.0,10.0,30.0,69.0,,66.0,0.0,0.0,0.0,0.0,10117.0,24.0,8.0,98.0,20.0,7,1.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,6,140.0,20.0,20.0,30.0,79.0,39.0,77.0,3.0,8.0,0.0,0.0,10122.0,38.0,8.0,98.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,7,170.0,20.0,20.0,40.0,99.0,,95.0,8.0,44.0,0.0,0.0,10125.0,50.0,8.0,97.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,8,180.0,20.0,20.0,40.0,121.0,,102.0,10.0,86.0,0.0,0.0,10128.0,58.0,8.0,87.0,10.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,9,180.0,20.0,30.0,40.0,136.0,,101.0,6.0,115.0,0.0,0.0,10130.0,64.0,8.0,79.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,10,190.0,30.0,30.0,50.0,145.0,,99.0,9.0,170.0,0.0,0.0,10128.0,75.0,8.0,73.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,11,200.0,30.0,30.0,60.0,155.0,,102.0,6.0,129.0,0.0,0.0,10127.0,75.0,8.0,70.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,12,200.0,40.0,40.0,60.0,146.0,74.0,92.0,7.0,160.0,0.0,0.0,10125.0,75.0,8.0,70.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,13,300.0,40.0,30.0,70.0,158.0,,108.0,5.0,142.0,0.0,0.0,10123.0,75.0,8.0,72.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,14,290.0,40.0,40.0,60.0,149.0,,100.0,5.0,131.0,0.0,0.0,10122.0,75.0,7.0,72.0,26.0,7,0.0,0.0,0.0,1.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,15,270.0,40.0,40.0,70.0,162.0,,102.0,5.0,111.0,0.0,-1.0,10118.0,80.0,7.0,67.0,23.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,16,280.0,40.0,50.0,80.0,153.0,,89.0,10.0,109.0,0.0,0.0,10119.0,80.0,8.0,65.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,17,290.0,40.0,30.0,60.0,138.0,,96.0,10.0,39.0,0.0,0.0,10122.0,75.0,8.0,75.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,18,290.0,30.0,20.0,50.0,125.0,112.0,91.0,2.0,6.0,0.0,0.0,10124.0,75.0,8.0,79.0,2.0,7,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,19,280.0,10.0,10.0,30.0,127.0,,88.0,0.0,0.0,0.0,0.0,10127.0,75.0,8.0,77.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,20,120.0,10.0,10.0,30.0,122.0,,98.0,0.0,0.0,0.0,0.0,10129.0,70.0,8.0,85.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,21,210.0,10.0,30.0,40.0,119.0,,101.0,0.0,0.0,0.0,0.0,10128.0,70.0,8.0,88.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,22,190.0,20.0,10.0,40.0,119.0,,106.0,0.0,0.0,4.0,1.0,10128.0,65.0,8.0,91.0,51.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,23,0.0,10.0,0.0,20.0,114.0,,110.0,0.0,0.0,2.0,8.0,10128.0,59.0,8.0,97.0,82.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
240,20170917,24,200.0,30.0,20.0,50.0,111.0,102.0,103.0,0.0,0.0,5.0,12.0,10124.0,65.0,8.0,94.0,23.0,7,0.0,1.0,0.0,0.0,0.0,dam_tot_damloop,2017-09-17
225,20170917,1,150.0,40.0,40.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,2,160.0,40.0,40.0,60.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,3,170.0,40.0,50.0,60.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,4,150.0,50.0,50.0,60.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,5,160.0,40.0,40.0,60.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,6,160.0,40.0,40.0,50.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,7,160.0,40.0,40.0,50.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,8,180.0,40.0,40.0,50.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,9,190.0,40.0,40.0,60.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,10,200.0,50.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,11,210.0,50.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,12,250.0,50.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,13,230.0,50.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,14,250.0,60.0,60.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,15,240.0,50.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,16,280.0,40.0,30.0,60.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,17,250.0,30.0,30.0,50.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,18,290.0,30.0,40.0,50.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,19,250.0,30.0,20.0,50.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,20,220.0,20.0,20.0,40.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,21,200.0,50.0,40.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,22,100.0,40.0,40.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,23,180.0,30.0,30.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
225,20170917,24,200.0,30.0,30.0,40.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2017-09-17
240,20160918,1,10.0,30.0,30.0,50.0,175.0,,159.0,0.0,0.0,0.0,0.0,10185.0,70.0,3.0,90.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,2,40.0,40.0,40.0,70.0,169.0,,145.0,0.0,0.0,0.0,0.0,10185.0,70.0,3.0,86.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,3,40.0,30.0,30.0,60.0,163.0,,145.0,0.0,0.0,0.0,0.0,10184.0,70.0,0.0,89.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,4,10.0,30.0,20.0,40.0,159.0,,145.0,0.0,0.0,0.0,0.0,10184.0,65.0,3.0,91.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,5,20.0,20.0,30.0,50.0,160.0,,148.0,0.0,0.0,0.0,0.0,10182.0,65.0,7.0,93.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,6,30.0,30.0,20.0,40.0,157.0,143.0,148.0,0.0,3.0,0.0,0.0,10185.0,64.0,4.0,94.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,7,30.0,30.0,30.0,50.0,167.0,,150.0,0.0,22.0,0.0,0.0,10184.0,68.0,6.0,90.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,8,60.0,50.0,60.0,80.0,179.0,,145.0,2.0,54.0,0.0,0.0,10184.0,70.0,8.0,81.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,9,30.0,50.0,50.0,70.0,181.0,,136.0,9.0,134.0,0.0,0.0,10188.0,75.0,8.0,75.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,10,50.0,60.0,60.0,90.0,196.0,,134.0,10.0,199.0,0.0,0.0,10186.0,80.0,8.0,67.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,11,40.0,60.0,60.0,110.0,183.0,,120.0,9.0,190.0,0.0,0.0,10184.0,80.0,8.0,67.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,12,20.0,50.0,50.0,80.0,198.0,150.0,132.0,10.0,220.0,0.0,0.0,10182.0,80.0,8.0,66.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,13,60.0,50.0,40.0,80.0,201.0,,136.0,9.0,202.0,0.0,0.0,10180.0,80.0,7.0,66.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,14,30.0,40.0,50.0,70.0,192.0,,118.0,8.0,169.0,0.0,0.0,10178.0,81.0,6.0,62.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,15,20.0,50.0,40.0,90.0,196.0,,119.0,9.0,157.0,0.0,0.0,10177.0,81.0,7.0,61.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,16,50.0,40.0,40.0,90.0,188.0,,119.0,8.0,75.0,0.0,0.0,10176.0,82.0,7.0,64.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,17,40.0,30.0,30.0,40.0,180.0,,123.0,10.0,43.0,0.0,0.0,10176.0,80.0,5.0,69.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,18,10.0,20.0,20.0,40.0,171.0,145.0,124.0,0.0,2.0,0.0,0.0,10179.0,75.0,2.0,74.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,19,350.0,30.0,30.0,50.0,162.0,,121.0,0.0,0.0,0.0,0.0,10182.0,75.0,0.0,77.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,20,360.0,30.0,30.0,40.0,159.0,,122.0,0.0,0.0,0.0,0.0,10187.0,75.0,1.0,79.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,21,10.0,30.0,30.0,50.0,160.0,,127.0,0.0,0.0,0.0,0.0,10188.0,70.0,7.0,81.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,22,20.0,20.0,20.0,50.0,151.0,,127.0,0.0,0.0,0.0,0.0,10190.0,70.0,6.0,86.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,23,360.0,20.0,20.0,30.0,152.0,,134.0,0.0,0.0,0.0,0.0,10190.0,70.0,8.0,89.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
240,20160918,24,360.0,20.0,20.0,30.0,154.0,133.0,130.0,0.0,0.0,0.0,0.0,10189.0,70.0,8.0,86.0,,5,0.0,0.0,0.0,0.0,0.0,dam_tot_damloop,2016-09-18
225,20160918,1,50.0,50.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,2,60.0,80.0,90.0,120.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,3,50.0,60.0,60.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,4,70.0,60.0,80.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,5,60.0,80.0,60.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,6,70.0,70.0,70.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,7,70.0,70.0,70.0,90.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,8,60.0,60.0,70.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,9,60.0,70.0,70.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,10,50.0,70.0,70.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,11,40.0,70.0,70.0,100.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,12,50.0,70.0,70.0,120.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,13,50.0,60.0,50.0,110.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,14,50.0,60.0,60.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,15,40.0,50.0,50.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,16,50.0,40.0,40.0,60.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,17,30.0,50.0,60.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,18,30.0,70.0,60.0,90.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,19,30.0,60.0,60.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,20,40.0,60.0,60.0,80.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,21,40.0,60.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,22,40.0,50.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,23,40.0,40.0,40.0,50.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
225,20160918,24,40.0,40.0,50.0,70.0,,,,,,,,,,,,,6,,,,,,dam_tot_damloop,2016-09-18
257,20190210,1,,,,,76.0,,54.0,0.0,0.0,10.0,16.0,,,,85.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,2,,,,,75.0,,59.0,0.0,0.0,10.0,9.0,,,,89.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,3,,,,,72.0,,59.0,0.0,0.0,10.0,6.0,,,,91.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,4,,,,,70.0,,60.0,0.0,0.0,10.0,9.0,,,,93.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,5,,,,,65.0,,56.0,0.0,0.0,10.0,5.0,,,,93.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,6,,,,,61.0,60.0,55.0,0.0,0.0,10.0,11.0,,,,95.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,7,,,,,59.0,,54.0,0.0,0.0,10.0,19.0,,,,96.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,8,,,,,60.0,,58.0,0.0,1.0,10.0,6.0,,,,98.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,9,,,,,64.0,,62.0,0.0,4.0,10.0,5.0,,,,98.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,10,,,,,59.0,,55.0,0.0,13.0,0.0,-1.0,,,,97.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,11,,,,,59.0,,55.0,0.0,18.0,9.0,2.0,,,,97.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,12,,,,,63.0,58.0,53.0,0.0,37.0,0.0,-1.0,,,,93.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,13,,,,,65.0,,51.0,0.0,53.0,0.0,-1.0,,,,91.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,14,,,,,62.0,,48.0,0.0,25.0,0.0,0.0,,,,90.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,15,,,,,57.0,,49.0,0.0,10.0,4.0,4.0,,,,94.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,16,,,,,52.0,,43.0,0.0,5.0,10.0,15.0,,,,93.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,17,,,,,48.0,,39.0,0.0,1.0,10.0,14.0,,,,94.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
257,20190210,18,,,,,50.0,42.0,33.0,0.0,0.0,10.0,14.0,,,,88.0,,6,,,,,,groet_uit_schoorl_run,2019-02-10
